PLL Rx Low Band:
Fout=864.00 (A=000, B=135)
Fout=1909.00 (A=009, B=149)
Fout=1909.20 (A=010, B=149)
Fout=1909.40 (A=011, B=149)
Fout=1909.60 (A=012, B=149)
Fout=1909.80 (A=013, B=149)
Fout=1910.00 (A=014, B=149)
Fout=1910.20 (A=015, B=149)
Fout=1910.40 (A=016, B=149)
Fout=1910.60 (A=017, B=149)
Fout=1910.80 (A=018, B=149)
Fout=1911.00 (A=019, B=149)
Fout=1911.20 (A=020, B=149)
Fout=1911.40 (A=021, B=149)
Fout=1911.60 (A=022, B=149)
Fout=1911.80 (A=023, B=149)
Fout=1912.00 (A=024, B=149)
Fout=1912.20 (A=025, B=149)
Fout=1912.40 (A=026, B=149)
Fout=1912.60 (A=027, B=149)
Fout=1912.80 (A=028, B=149)
Fout=1913.00 (A=029, B=149)
Fout=1913.20 (A=030, B=149)
Fout=1913.40 (A=031, B=149)
Fout=1913.60 (A=032, B=149)
Fout=1913.80 (A=033, B=149)
Fout=1914.00 (A=034, B=149)
Fout=1914.20 (A=035, B=149)
Fout=1914.40 (A=036, B=149)
Fout=1914.60 (A=037, B=149)
Fout=1914.80 (A=038, B=149)
Fout=1915.00 (A=039, B=149)
Fout=1915.20 (A=040, B=149)
Fout=1915.40 (A=041, B=149)
Fout=1915.60 (A=042, B=149)
Fout=1915.80 (A=043, B=149)
Fout=1916.00 (A=044, B=149)
Fout=1916.20 (A=045, B=149)
Fout=1916.40 (A=046, B=149)
Fout=1916.60 (A=047, B=149)
Fout=1916.80 (A=048, B=149)
Fout=1917.00 (A=049, B=149)
Fout=1917.20 (A=050, B=149)
Fout=1917.40 (A=051, B=149)
Fout=1917.60 (A=052, B=149)
Fout=1917.80 (A=053, B=149)
Fout=1918.00 (A=054, B=149)
Fout=1918.20 (A=055, B=149)
Fout=1918.40 (A=056, B=149)
Fout=1918.60 (A=057, B=149)
Fout=1918.80 (A=058, B=149)
Fout=1919.00 (A=059, B=149)
Fout=1919.20 (A=060, B=149)
Fout=1919.40 (A=061, B=149)
Fout=1919.60 (A=062, B=149)
Fout=1920.00 (A=000, B=150)
Fout=1920.20 (A=001, B=150)
Fout=1920.40 (A=002, B=150)
Fout=1920.60 (A=003, B=150)
Fout=1920.80 (A=004, B=150)
Fout=1921.00 (A=005, B=150)
Fout=1921.20 (A=006, B=150)
Fout=1921.40 (A=007, B=150)
Fout=1921.60 (A=008, B=150)
Fout=1921.80 (A=009, B=150)
Fout=1922.00 (A=010, B=150)
Fout=1922.20 (A=011, B=150)
Fout=1922.40 (A=012, B=150)
Fout=1922.60 (A=013, B=150)
Fout=1922.80 (A=014, B=150)
Fout=1923.00 (A=015, B=150)
Fout=1923.20 (A=016, B=150)
Fout=1923.40 (A=017, B=150)
Fout=1923.60 (A=018, B=150)
Fout=1923.80 (A=019, B=150)
Fout=1924.00 (A=020, B=150)
Fout=1924.20 (A=021, B=150)
Fout=1924.40 (A=022, B=150)
Fout=1924.60 (A=023, B=150)
Fout=1924.80 (A=024, B=150)
Fout=1925.00 (A=025, B=150)
Fout=1925.20 (A=026, B=150)
Fout=1925.40 (A=027, B=150)
Fout=1925.60 (A=028, B=150)
Fout=1925.80 (A=029, B=150)
Fout=1926.00 (A=030, B=150)
Fout=1926.20 (A=031, B=150)
Fout=1926.40 (A=032, B=150)
Fout=1926.60 (A=033, B=150)
Fout=1926.80 (A=034, B=150)
Fout=1927.00 (A=035, B=150)
Fout=1927.20 (A=036, B=150)
Fout=1927.40 (A=037, B=150)
Fout=1927.60 (A=038, B=150)
Fout=1927.80 (A=039, B=150)
Fout=1928.00 (A=040, B=150)
Fout=1928.20 (A=041, B=150)
Fout=1928.40 (A=042, B=150)
Fout=1928.60 (A=043, B=150)
Fout=1928.80 (A=044, B=150)
Fout=1929.00 (A=045, B=150)
Fout=1929.20 (A=046, B=150)
Fout=1929.40 (A=047, B=150)
Fout=1929.60 (A=048, B=150)
Fout=1929.80 (A=049, B=150)
Fout=1930.00 (A=050, B=150)
Fout=1930.20 (A=051, B=150)
Fout=1930.40 (A=052, B=150)
Fout=1930.60 (A=053, B=150)
Fout=1930.80 (A=054, B=150)
Fout=1931.00 (A=055, B=150)
Fout=1931.20 (A=056, B=150)
Fout=1931.40 (A=057, B=150)
Fout=1931.60 (A=058, B=150)
Fout=1931.80 (A=059, B=150)
Fout=1932.00 (A=060, B=150)
Fout=1932.20 (A=061, B=150)
Fout=1932.40 (A=062, B=150)
Fout=1932.80 (A=000, B=151)
Fout=1933.00 (A=001, B=151)
Fout=1933.20 (A=002, B=151)
Fout=1933.40 (A=003, B=151)
Fout=1933.60 (A=004, B=151)
Fout=1933.80 (A=005, B=151)
Fout=1934.00 (A=006, B=151)
Fout=1934.20 (A=007, B=151)
Fout=1934.40 (A=008, B=151)
Fout=1934.60 (A=009, B=151)
Fout=1934.80 (A=010, B=151)
Fout=1935.00 (A=011, B=151)
Fout=1935.20 (A=012, B=151)
Fout=1935.40 (A=013, B=151)
Fout=1935.60 (A=014, B=151)
Fout=1935.80 (A=015, B=151)
Fout=1936.00 (A=016, B=151)
Fout=1936.20 (A=017, B=151)
Fout=1936.40 (A=018, B=151)
Fout=1936.60 (A=019, B=151)
Fout=1936.80 (A=020, B=151)
Fout=1937.00 (A=021, B=151)
Fout=1937.20 (A=022, B=151)
Fout=1937.40 (A=023, B=151)
Fout=1937.60 (A=024, B=151)
Fout=1937.80 (A=025, B=151)
Fout=1938.00 (A=026, B=151)
Fout=1938.20 (A=027, B=151)
Fout=1938.40 (A=028, B=151)
Fout=1938.60 (A=029, B=151)
Fout=1938.80 (A=030, B=151)
Fout=1939.00 (A=031, B=151)
Fout=1939.20 (A=032, B=151)
Fout=1939.40 (A=033, B=151)
Fout=1939.60 (A=034, B=151)
Fout=1939.80 (A=035, B=151)
Fout=1940.00 (A=036, B=151)
Fout=1940.20 (A=037, B=151)
Fout=1940.40 (A=038, B=151)
Fout=1940.60 (A=039, B=151)
Fout=1940.80 (A=040, B=151)
Fout=1941.00 (A=041, B=151)
Fout=1941.20 (A=042, B=151)
Fout=1941.40 (A=043, B=151)
Fout=1941.60 (A=044, B=151)
Fout=1941.80 (A=045, B=151)
Fout=1942.00 (A=046, B=151)
Fout=1942.20 (A=047, B=151)
Fout=1942.40 (A=048, B=151)
Fout=1942.60 (A=049, B=151)
Fout=1942.80 (A=050, B=151)
Fout=1943.00 (A=051, B=151)
Fout=1943.20 (A=052, B=151)
Fout=1943.40 (A=053, B=151)
Fout=1943.60 (A=054, B=151)
Fout=1943.80 (A=055, B=151)
Fout=1944.00 (A=056, B=151)
Fout=1944.20 (A=057, B=151)
Fout=1944.40 (A=058, B=151)
Fout=1944.60 (A=059, B=151)
Fout=1944.80 (A=060, B=151)
Fout=1945.00 (A=061, B=151)
Fout=1945.20 (A=062, B=151)
Fout=1945.60 (A=000, B=152)
Fout=1945.80 (A=001, B=152)
Fout=1946.00 (A=002, B=152)
Fout=1946.20 (A=003, B=152)
Fout=1946.40 (A=004, B=152)
Fout=1946.60 (A=005, B=152)
Fout=1946.80 (A=006, B=152)
Fout=1947.00 (A=007, B=152)
Fout=1947.20 (A=008, B=152)
Fout=1947.40 (A=009, B=152)
Fout=1947.60 (A=010, B=152)
Fout=1947.80 (A=011, B=152)
Fout=1948.00 (A=012, B=152)
Fout=1948.20 (A=013, B=152)
Fout=1948.40 (A=014, B=152)
Fout=1948.60 (A=015, B=152)
Fout=1948.80 (A=016, B=152)
Fout=1949.00 (A=017, B=152)
Fout=1949.20 (A=018, B=152)
Fout=1949.40 (A=019, B=152)
Fout=1949.60 (A=020, B=152)
Fout=1949.80 (A=021, B=152)
Fout=1950.00 (A=022, B=152)
Fout=1950.20 (A=023, B=152)
Fout=1950.40 (A=024, B=152)
Fout=1950.60 (A=025, B=152)
Fout=1950.80 (A=026, B=152)
Fout=1951.00 (A=027, B=152)
Fout=1951.20 (A=028, B=152)
Fout=1951.40 (A=029, B=152)
Fout=1951.60 (A=030, B=152)
Fout=1951.80 (A=031, B=152)
Fout=1952.00 (A=032, B=152)
Fout=1952.20 (A=033, B=152)
Fout=1952.40 (A=034, B=152)
Fout=1952.60 (A=035, B=152)
Fout=1952.80 (A=036, B=152)
Fout=1953.00 (A=037, B=152)
Fout=1953.20 (A=038, B=152)
Fout=1953.40 (A=039, B=152)
Fout=1953.60 (A=040, B=152)
Fout=1953.80 (A=041, B=152)
Fout=1954.00 (A=042, B=152)
Fout=1954.20 (A=043, B=152)
Fout=1954.40 (A=044, B=152)
Fout=1954.60 (A=045, B=152)
Fout=1954.80 (A=046, B=152)
Fout=1955.00 (A=047, B=152)
Fout=1955.20 (A=048, B=152)
Fout=1955.40 (A=049, B=152)
Fout=1955.60 (A=050, B=152)
Fout=1955.80 (A=051, B=152)
Fout=1956.00 (A=052, B=152)
Fout=1956.20 (A=053, B=152)
Fout=1956.40 (A=054, B=152)
Fout=1956.60 (A=055, B=152)
Fout=1956.80 (A=056, B=152)
Fout=1957.00 (A=057, B=152)
Fout=1957.20 (A=058, B=152)
Fout=1957.40 (A=059, B=152)
Fout=1957.60 (A=060, B=152)
Fout=1957.80 (A=061, B=152)
Fout=1958.00 (A=062, B=152)
Fout=1958.40 (A=000, B=153)
Fout=1958.60 (A=001, B=153)
Fout=1958.80 (A=002, B=153)
Fout=1959.00 (A=003, B=153)
Fout=1959.20 (A=004, B=153)
Fout=1959.40 (A=005, B=153)
Fout=1959.60 (A=006, B=153)
Fout=1959.80 (A=007, B=153)
Fout=1960.00 (A=008, B=153)
Fout=1960.20 (A=009, B=153)
Fout=1960.40 (A=010, B=153)
Fout=1960.60 (A=011, B=153)
Fout=1960.80 (A=012, B=153)
Fout=1961.00 (A=013, B=153)
Fout=1961.20 (A=014, B=153)
Fout=1961.40 (A=015, B=153)
Fout=1961.60 (A=016, B=153)
Fout=1961.80 (A=017, B=153)
Fout=1962.00 (A=018, B=153)
Fout=1962.20 (A=019, B=153)
Fout=1962.40 (A=020, B=153)
Fout=1962.60 (A=021, B=153)
Fout=1962.80 (A=022, B=153)
Fout=1963.00 (A=023, B=153)
Fout=1963.20 (A=024, B=153)
Fout=1963.40 (A=025, B=153)
Fout=1963.60 (A=026, B=153)
Fout=1963.80 (A=027, B=153)
Fout=1964.00 (A=028, B=153)
Fout=1964.20 (A=029, B=153)
Fout=1964.40 (A=030, B=153)
Fout=1964.60 (A=031, B=153)
Fout=1964.80 (A=032, B=153)
Fout=1965.00 (A=033, B=153)
Fout=1965.20 (A=034, B=153)
Fout=1965.40 (A=035, B=153)
Fout=1965.60 (A=036, B=153)
Fout=1965.80 (A=037, B=153)
Fout=1966.00 (A=038, B=153)
Fout=1966.20 (A=039, B=153)
Fout=1966.40 (A=040, B=153)
Fout=1966.60 (A=041, B=153)
Fout=1966.80 (A=042, B=153)
Fout=1967.00 (A=043, B=153)
Fout=1967.20 (A=044, B=153)
Fout=1967.40 (A=045, B=153)
Fout=1967.60 (A=046, B=153)
Fout=1967.80 (A=047, B=153)
Fout=1968.00 (A=048, B=153)
Fout=1968.20 (A=049, B=153)
Fout=1968.40 (A=050, B=153)
Fout=1968.60 (A=051, B=153)
Fout=1968.80 (A=052, B=153)
Fout=1969.00 (A=053, B=153)
Fout=1969.20 (A=054, B=153)
Fout=1969.40 (A=055, B=153)
Fout=1969.60 (A=056, B=153)
Fout=1969.80 (A=057, B=153)
Fout=1970.00 (A=058, B=153)
Fout=1970.20 (A=059, B=153)
Fout=1970.40 (A=060, B=153)
Fout=1970.60 (A=061, B=153)
Fout=1970.80 (A=062, B=153)
Fout=1971.20 (A=000, B=154)
Fout=1971.40 (A=001, B=154)
Fout=1971.60 (A=002, B=154)
Fout=1971.80 (A=003, B=154)
Fout=1972.00 (A=004, B=154)
Fout=1972.20 (A=005, B=154)
Fout=1972.40 (A=006, B=154)
Fout=1972.60 (A=007, B=154)
Fout=1972.80 (A=008, B=154)
Fout=1973.00 (A=009, B=154)
Fout=1973.20 (A=010, B=154)
Fout=1973.40 (A=011, B=154)
Fout=1973.60 (A=012, B=154)
Fout=1973.80 (A=013, B=154)
Fout=1974.00 (A=014, B=154)
Fout=1974.20 (A=015, B=154)
Fout=1974.40 (A=016, B=154)
Fout=1974.60 (A=017, B=154)
Fout=1974.80 (A=018, B=154)
Fout=1975.00 (A=019, B=154)
Fout=1975.20 (A=020, B=154)
Fout=1975.40 (A=021, B=154)
Fout=1975.60 (A=022, B=154)
Fout=1975.80 (A=023, B=154)
Fout=1976.00 (A=024, B=154)
Fout=1976.20 (A=025, B=154)
Fout=1976.40 (A=026, B=154)
Fout=1976.60 (A=027, B=154)
Fout=1976.80 (A=028, B=154)
Fout=1977.00 (A=029, B=154)
Fout=1977.20 (A=030, B=154)
Fout=1977.40 (A=031, B=154)
Fout=1977.60 (A=032, B=154)
Fout=1977.80 (A=033, B=154)
Fout=1978.00 (A=034, B=154)
Fout=1978.20 (A=035, B=154)
Fout=1978.40 (A=036, B=154)
Fout=1978.60 (A=037, B=154)
Fout=1978.80 (A=038, B=154)
Fout=1979.00 (A=039, B=154)
Fout=1979.20 (A=040, B=154)
Fout=1979.40 (A=041, B=154)
Fout=1979.60 (A=042, B=154)
Fout=1979.80 (A=043, B=154)
Fout=1980.00 (A=044, B=154)
Fout=1980.20 (A=045, B=154)
Fout=1980.40 (A=046, B=154)
Fout=1980.60 (A=047, B=154)
Fout=1980.80 (A=048, B=154)
Fout=1981.00 (A=049, B=154)
Fout=1981.20 (A=050, B=154)
Fout=1981.40 (A=051, B=154)
Fout=1981.60 (A=052, B=154)
Fout=1981.80 (A=053, B=154)
Fout=1982.00 (A=054, B=154)
Fout=1982.20 (A=055, B=154)
Fout=1982.40 (A=056, B=154)
Fout=1982.60 (A=057, B=154)
Fout=1982.80 (A=058, B=154)
Fout=1983.00 (A=059, B=154)
Fout=1983.20 (A=060, B=154)
Fout=1983.40 (A=061, B=154)
Fout=1983.60 (A=062, B=154)
Fout=1984.00 (A=000, B=155)
Fout=1984.20 (A=001, B=155)
Fout=1984.40 (A=002, B=155)
Fout=1984.60 (A=003, B=155)
Fout=1984.80 (A=004, B=155)
Fout=1985.00 (A=005, B=155)
Fout=1985.20 (A=006, B=155)
Fout=1985.40 (A=007, B=155)
Fout=1985.60 (A=008, B=155)
Fout=1985.80 (A=009, B=155)
Fout=1986.00 (A=010, B=155)
Fout=1986.20 (A=011, B=155)
Fout=1986.40 (A=012, B=155)
Fout=1986.60 (A=013, B=155)
Fout=1986.80 (A=014, B=155)
Fout=1987.00 (A=015, B=155)
Fout=1987.20 (A=016, B=155)
Fout=1987.40 (A=017, B=155)
Fout=1987.60 (A=018, B=155)
Fout=1987.80 (A=019, B=155)
Fout=1988.00 (A=020, B=155)
Fout=1988.20 (A=021, B=155)
Fout=1988.40 (A=022, B=155)
Fout=1988.60 (A=023, B=155)
Fout=1988.80 (A=024, B=155)
Fout=1989.00 (A=025, B=155)
Fout=1989.20 (A=026, B=155)
Fout=1989.40 (A=027, B=155)
Fout=1989.60 (A=028, B=155)
Fout=1989.80 (A=029, B=155)
Fout=1990.00 (A=030, B=155)
Fout=1990.20 (A=031, B=155)
Fout=1990.40 (A=032, B=155)
Fout=1990.60 (A=033, B=155)
Fout=1990.80 (A=034, B=155)
Fout=1991.00 (A=035, B=155)
Fout=1991.20 (A=036, B=155)
Fout=1991.40 (A=037, B=155)
Fout=1991.60 (A=038, B=155)
Fout=1991.80 (A=039, B=155)
Fout=1992.00 (A=040, B=155)
Fout=1992.20 (A=041, B=155)
Fout=1992.40 (A=042, B=155)
Fout=1992.60 (A=043, B=155)
Fout=1992.80 (A=044, B=155)
Fout=1993.00 (A=045, B=155)
Fout=1993.20 (A=046, B=155)
Fout=1993.40 (A=047, B=155)
Fout=1993.60 (A=048, B=155)
Fout=1993.80 (A=049, B=155)
Fout=1994.00 (A=050, B=155)
Fout=1994.20 (A=051, B=155)
Fout=1994.40 (A=052, B=155)
Fout=1994.60 (A=053, B=155)
Fout=1994.80 (A=054, B=155)
Fout=1995.00 (A=055, B=155)
Fout=1995.20 (A=056, B=155)
Fout=1995.40 (A=057, B=155)
Fout=1995.60 (A=058, B=155)
Fout=1995.80 (A=059, B=155)
Fout=1996.00 (A=060, B=155)
Fout=1996.20 (A=061, B=155)
Fout=1996.40 (A=062, B=155)
======================================================================
PLL Tx GSM850_1
Fout=819.20 (A=000, B=128)
Fout=819.30 (A=001, B=128)
Fout=819.40 (A=002, B=128)
Fout=819.50 (A=003, B=128)
Fout=819.60 (A=004, B=128)
Fout=819.70 (A=005, B=128)
Fout=819.80 (A=006, B=128)
Fout=819.90 (A=007, B=128)
Fout=820.00 (A=008, B=128)
Fout=820.10 (A=009, B=128)
Fout=820.20 (A=010, B=128)
Fout=820.30 (A=011, B=128)
Fout=820.40 (A=012, B=128)
Fout=820.50 (A=013, B=128)
Fout=820.60 (A=014, B=128)
Fout=820.70 (A=015, B=128)
Fout=820.80 (A=016, B=128)
Fout=820.90 (A=017, B=128)
Fout=821.00 (A=018, B=128)
Fout=821.10 (A=019, B=128)
Fout=821.20 (A=020, B=128)
Fout=821.30 (A=021, B=128)
Fout=821.40 (A=022, B=128)
Fout=821.50 (A=023, B=128)
Fout=821.60 (A=024, B=128)
Fout=821.70 (A=025, B=128)
Fout=821.80 (A=026, B=128)
Fout=821.90 (A=027, B=128)
Fout=822.00 (A=028, B=128)
Fout=822.10 (A=029, B=128)
Fout=822.20 (A=030, B=128)
Fout=822.30 (A=031, B=128)
Fout=822.40 (A=032, B=128)
Fout=822.50 (A=033, B=128)
Fout=822.60 (A=034, B=128)
Fout=822.70 (A=035, B=128)
Fout=822.80 (A=036, B=128)
Fout=822.90 (A=037, B=128)
Fout=823.00 (A=038, B=128)
Fout=823.10 (A=039, B=128)
Fout=823.20 (A=040, B=128)
Fout=823.30 (A=041, B=128)
Fout=823.40 (A=042, B=128)
Fout=823.50 (A=043, B=128)
Fout=823.60 (A=044, B=128)
Fout=823.70 (A=045, B=128)
Fout=823.80 (A=046, B=128)
Fout=823.90 (A=047, B=128)
Fout=824.00 (A=048, B=128)
Fout=824.10 (A=049, B=128)
Fout=824.20 (A=050, B=128)
Fout=824.30 (A=051, B=128)
Fout=824.40 (A=052, B=128)
Fout=824.50 (A=053, B=128)
Fout=824.60 (A=054, B=128)
Fout=824.70 (A=055, B=128)
Fout=824.80 (A=056, B=128)
Fout=824.90 (A=057, B=128)
Fout=825.00 (A=058, B=128)
Fout=825.10 (A=059, B=128)
Fout=825.20 (A=060, B=128)
Fout=825.30 (A=061, B=128)
Fout=825.40 (A=062, B=128)
Fout=825.60 (A=000, B=129)
Fout=825.70 (A=001, B=129)
Fout=825.80 (A=002, B=129)
Fout=825.90 (A=003, B=129)
Fout=826.00 (A=004, B=129)
Fout=826.10 (A=005, B=129)
Fout=826.20 (A=006, B=129)
Fout=826.30 (A=007, B=129)
Fout=826.40 (A=008, B=129)
Fout=826.50 (A=009, B=129)
Fout=826.60 (A=010, B=129)
Fout=826.70 (A=011, B=129)
Fout=826.80 (A=012, B=129)
Fout=826.90 (A=013, B=129)
Fout=827.00 (A=014, B=129)
Fout=827.10 (A=015, B=129)
Fout=827.20 (A=016, B=129)
Fout=827.30 (A=017, B=129)
Fout=827.40 (A=018, B=129)
Fout=827.50 (A=019, B=129)
Fout=827.60 (A=020, B=129)
Fout=827.70 (A=021, B=129)
Fout=827.80 (A=022, B=129)
Fout=827.90 (A=023, B=129)
Fout=828.00 (A=024, B=129)
Fout=828.10 (A=025, B=129)
Fout=828.20 (A=026, B=129)
Fout=828.30 (A=027, B=129)
Fout=828.40 (A=028, B=129)
Fout=828.50 (A=029, B=129)
Fout=828.60 (A=030, B=129)
Fout=828.70 (A=031, B=129)
Fout=828.80 (A=032, B=129)
Fout=828.90 (A=033, B=129)
Fout=829.00 (A=034, B=129)
Fout=829.10 (A=035, B=129)
Fout=829.20 (A=036, B=129)
Fout=829.30 (A=037, B=129)
Fout=829.40 (A=038, B=129)
Fout=829.50 (A=039, B=129)
Fout=829.60 (A=040, B=129)
Fout=829.70 (A=041, B=129)
Fout=829.80 (A=042, B=129)
Fout=829.90 (A=043, B=129)
Fout=830.00 (A=044, B=129)
Fout=830.10 (A=045, B=129)
Fout=830.20 (A=046, B=129)
Fout=830.30 (A=047, B=129)
Fout=830.40 (A=048, B=129)
Fout=830.50 (A=049, B=129)
Fout=830.60 (A=050, B=129)
Fout=830.70 (A=051, B=129)
Fout=830.80 (A=052, B=129)
Fout=830.90 (A=053, B=129)
Fout=831.00 (A=054, B=129)
Fout=831.10 (A=055, B=129)
Fout=831.20 (A=056, B=129)
Fout=831.30 (A=057, B=129)
Fout=831.40 (A=058, B=129)
Fout=831.50 (A=059, B=129)
Fout=831.60 (A=060, B=129)
Fout=831.70 (A=061, B=129)
Fout=831.80 (A=062, B=129)
Fout=832.00 (A=000, B=130)
Fout=832.10 (A=001, B=130)
Fout=832.20 (A=002, B=130)
Fout=832.30 (A=003, B=130)
Fout=832.40 (A=004, B=130)
Fout=832.50 (A=005, B=130)
Fout=832.60 (A=006, B=130)
Fout=832.70 (A=007, B=130)
Fout=832.80 (A=008, B=130)
Fout=832.90 (A=009, B=130)
Fout=833.00 (A=010, B=130)
Fout=833.10 (A=011, B=130)
Fout=833.20 (A=012, B=130)
Fout=833.30 (A=013, B=130)
Fout=833.40 (A=014, B=130)
Fout=833.50 (A=015, B=130)
Fout=833.60 (A=016, B=130)
Fout=833.70 (A=017, B=130)
Fout=833.80 (A=018, B=130)
Fout=833.90 (A=019, B=130)
Fout=834.00 (A=020, B=130)
Fout=834.10 (A=021, B=130)
Fout=834.20 (A=022, B=130)
Fout=834.30 (A=023, B=130)
Fout=834.40 (A=024, B=130)
Fout=834.50 (A=025, B=130)
Fout=834.60 (A=026, B=130)
Fout=834.70 (A=027, B=130)
Fout=834.80 (A=028, B=130)
Fout=834.90 (A=029, B=130)
Fout=835.00 (A=030, B=130)
Fout=835.10 (A=031, B=130)
Fout=835.20 (A=032, B=130)
Fout=835.30 (A=033, B=130)
Fout=835.40 (A=034, B=130)
Fout=835.50 (A=035, B=130)
Fout=835.60 (A=036, B=130)
Fout=835.70 (A=037, B=130)
Fout=835.80 (A=038, B=130)
Fout=835.90 (A=039, B=130)
Fout=836.00 (A=040, B=130)
Fout=836.10 (A=041, B=130)
Fout=836.20 (A=042, B=130)
Fout=836.30 (A=043, B=130)
Fout=836.40 (A=044, B=130)
Fout=836.50 (A=045, B=130)
Fout=836.60 (A=046, B=130)
Fout=836.70 (A=047, B=130)
Fout=836.80 (A=048, B=130)
Fout=836.90 (A=049, B=130)
Fout=837.00 (A=050, B=130)
Fout=837.10 (A=051, B=130)
Fout=837.20 (A=052, B=130)
Fout=837.30 (A=053, B=130)
Fout=837.40 (A=054, B=130)
Fout=837.50 (A=055, B=130)
Fout=837.60 (A=056, B=130)
Fout=837.70 (A=057, B=130)
Fout=837.80 (A=058, B=130)
Fout=837.90 (A=059, B=130)
Fout=838.00 (A=060, B=130)
Fout=838.10 (A=061, B=130)
Fout=838.20 (A=062, B=130)
======================================================================
PLL Tx GSM850_2
Fout=832.00 (A=000, B=065)
Fout=832.20 (A=001, B=065)
Fout=832.40 (A=002, B=065)
Fout=832.60 (A=003, B=065)
Fout=832.80 (A=004, B=065)
Fout=833.00 (A=005, B=065)
Fout=833.20 (A=006, B=065)
Fout=833.40 (A=007, B=065)
Fout=833.60 (A=008, B=065)
Fout=833.80 (A=009, B=065)
Fout=834.00 (A=010, B=065)
Fout=834.20 (A=011, B=065)
Fout=834.40 (A=012, B=065)
Fout=834.60 (A=013, B=065)
Fout=834.80 (A=014, B=065)
Fout=835.00 (A=015, B=065)
Fout=835.20 (A=016, B=065)
Fout=835.40 (A=017, B=065)
Fout=835.60 (A=018, B=065)
Fout=835.80 (A=019, B=065)
Fout=836.00 (A=020, B=065)
Fout=836.20 (A=021, B=065)
Fout=836.40 (A=022, B=065)
Fout=836.60 (A=023, B=065)
Fout=836.80 (A=024, B=065)
Fout=837.00 (A=025, B=065)
Fout=837.20 (A=026, B=065)
Fout=837.40 (A=027, B=065)
Fout=837.60 (A=028, B=065)
Fout=837.80 (A=029, B=065)
Fout=838.00 (A=030, B=065)
Fout=838.20 (A=031, B=065)
Fout=838.40 (A=032, B=065)
Fout=838.60 (A=033, B=065)
Fout=838.80 (A=034, B=065)
Fout=839.00 (A=035, B=065)
Fout=839.20 (A=036, B=065)
Fout=839.40 (A=037, B=065)
Fout=839.60 (A=038, B=065)
Fout=839.80 (A=039, B=065)
Fout=840.00 (A=040, B=065)
Fout=840.20 (A=041, B=065)
Fout=840.40 (A=042, B=065)
Fout=840.60 (A=043, B=065)
Fout=840.80 (A=044, B=065)
Fout=841.00 (A=045, B=065)
Fout=841.20 (A=046, B=065)
Fout=841.40 (A=047, B=065)
Fout=841.60 (A=048, B=065)
Fout=841.80 (A=049, B=065)
Fout=842.00 (A=050, B=065)
Fout=842.20 (A=051, B=065)
Fout=842.40 (A=052, B=065)
Fout=842.60 (A=053, B=065)
Fout=842.80 (A=054, B=065)
Fout=843.00 (A=055, B=065)
Fout=843.20 (A=056, B=065)
Fout=843.40 (A=057, B=065)
Fout=843.60 (A=058, B=065)
Fout=843.80 (A=059, B=065)
Fout=844.00 (A=060, B=065)
Fout=844.20 (A=061, B=065)
Fout=844.40 (A=062, B=065)
Fout=844.60 (A=063, B=065)
Fout=844.80 (A=000, B=066)
Fout=845.00 (A=001, B=066)
Fout=845.20 (A=002, B=066)
Fout=845.40 (A=003, B=066)
Fout=845.60 (A=004, B=066)
Fout=845.80 (A=005, B=066)
Fout=846.00 (A=006, B=066)
Fout=846.20 (A=007, B=066)
Fout=846.40 (A=008, B=066)
Fout=846.60 (A=009, B=066)
Fout=846.80 (A=010, B=066)
Fout=847.00 (A=011, B=066)
Fout=847.20 (A=012, B=066)
Fout=847.40 (A=013, B=066)
Fout=847.60 (A=014, B=066)
Fout=847.80 (A=015, B=066)
Fout=848.00 (A=016, B=066)
Fout=848.20 (A=017, B=066)
Fout=848.40 (A=018, B=066)
Fout=848.60 (A=019, B=066)
Fout=848.80 (A=020, B=066)
Fout=849.00 (A=021, B=066)
Fout=849.20 (A=022, B=066)
Fout=849.40 (A=023, B=066)
Fout=849.60 (A=024, B=066)
Fout=849.80 (A=025, B=066)
Fout=850.00 (A=026, B=066)
Fout=850.20 (A=027, B=066)
Fout=850.40 (A=028, B=066)
Fout=850.60 (A=029, B=066)
Fout=850.80 (A=030, B=066)
Fout=851.00 (A=031, B=066)
Fout=851.20 (A=032, B=066)
Fout=851.40 (A=033, B=066)
Fout=851.60 (A=034, B=066)
Fout=851.80 (A=035, B=066)
Fout=852.00 (A=036, B=066)
Fout=852.20 (A=037, B=066)
Fout=852.40 (A=038, B=066)
Fout=852.60 (A=039, B=066)
Fout=852.80 (A=040, B=066)
Fout=853.00 (A=041, B=066)
Fout=853.20 (A=042, B=066)
Fout=853.40 (A=043, B=066)
Fout=853.60 (A=044, B=066)
Fout=853.80 (A=045, B=066)
Fout=854.00 (A=046, B=066)
Fout=854.20 (A=047, B=066)
Fout=854.40 (A=048, B=066)
Fout=854.60 (A=049, B=066)
Fout=854.80 (A=050, B=066)
Fout=855.00 (A=051, B=066)
Fout=855.20 (A=052, B=066)
Fout=855.40 (A=053, B=066)
Fout=855.60 (A=054, B=066)
Fout=855.80 (A=055, B=066)
Fout=856.00 (A=056, B=066)
Fout=856.20 (A=057, B=066)
Fout=856.40 (A=058, B=066)
Fout=856.60 (A=059, B=066)
Fout=856.80 (A=060, B=066)
Fout=857.00 (A=061, B=066)
Fout=857.20 (A=062, B=066)
Fout=857.40 (A=063, B=066)
======================================================================
PLL Tx GSM900
