PLL Rx Low Band:
Fch=884.00 (Fvco=3536.00, Nint=068, Nfrac=000)
Fch=2070.20 (Fvco=4140.40, Nint=079, Nfrac=081)
Fch=2070.40 (Fvco=4140.80, Nint=079, Nfrac=082)
Fch=2070.60 (Fvco=4141.20, Nint=079, Nfrac=083)
Fch=2070.80 (Fvco=4141.60, Nint=079, Nfrac=084)
Fch=2071.00 (Fvco=4142.00, Nint=079, Nfrac=085)
Fch=2071.20 (Fvco=4142.40, Nint=079, Nfrac=086)
Fch=2071.40 (Fvco=4142.80, Nint=079, Nfrac=087)
Fch=2071.60 (Fvco=4143.20, Nint=079, Nfrac=088)
Fch=2071.80 (Fvco=4143.60, Nint=079, Nfrac=089)
Fch=2072.00 (Fvco=4144.00, Nint=079, Nfrac=090)
Fch=2072.20 (Fvco=4144.40, Nint=079, Nfrac=091)
Fch=2072.40 (Fvco=4144.80, Nint=079, Nfrac=092)
Fch=2072.60 (Fvco=4145.20, Nint=079, Nfrac=093)
Fch=2072.80 (Fvco=4145.60, Nint=079, Nfrac=094)
Fch=2073.00 (Fvco=4146.00, Nint=079, Nfrac=095)
Fch=2073.20 (Fvco=4146.40, Nint=079, Nfrac=096)
Fch=2073.40 (Fvco=4146.80, Nint=079, Nfrac=097)
Fch=2073.60 (Fvco=4147.20, Nint=079, Nfrac=098)
Fch=2073.80 (Fvco=4147.60, Nint=079, Nfrac=099)
Fch=2074.00 (Fvco=4148.00, Nint=079, Nfrac=100)
Fch=2074.20 (Fvco=4148.40, Nint=079, Nfrac=101)
Fch=2074.40 (Fvco=4148.80, Nint=079, Nfrac=102)
Fch=2074.60 (Fvco=4149.20, Nint=079, Nfrac=103)
Fch=2074.80 (Fvco=4149.60, Nint=079, Nfrac=104)
Fch=2075.00 (Fvco=4150.00, Nint=079, Nfrac=105)
Fch=2075.20 (Fvco=4150.40, Nint=079, Nfrac=106)
Fch=2075.40 (Fvco=4150.80, Nint=079, Nfrac=107)
Fch=2075.60 (Fvco=4151.20, Nint=079, Nfrac=108)
Fch=2075.80 (Fvco=4151.60, Nint=079, Nfrac=109)
Fch=2076.00 (Fvco=4152.00, Nint=079, Nfrac=110)
Fch=2076.20 (Fvco=4152.40, Nint=079, Nfrac=111)
Fch=2076.40 (Fvco=4152.80, Nint=079, Nfrac=112)
Fch=2076.60 (Fvco=4153.20, Nint=079, Nfrac=113)
Fch=2076.80 (Fvco=4153.60, Nint=079, Nfrac=114)
Fch=2077.00 (Fvco=4154.00, Nint=079, Nfrac=115)
Fch=2077.20 (Fvco=4154.40, Nint=079, Nfrac=116)
Fch=2077.40 (Fvco=4154.80, Nint=079, Nfrac=117)
Fch=2077.60 (Fvco=4155.20, Nint=079, Nfrac=118)
Fch=2077.80 (Fvco=4155.60, Nint=079, Nfrac=119)
Fch=2078.00 (Fvco=4156.00, Nint=079, Nfrac=120)
Fch=2078.20 (Fvco=4156.40, Nint=079, Nfrac=121)
Fch=2078.40 (Fvco=4156.80, Nint=079, Nfrac=122)
Fch=2078.60 (Fvco=4157.20, Nint=079, Nfrac=123)
Fch=2078.80 (Fvco=4157.60, Nint=079, Nfrac=124)
Fch=2079.00 (Fvco=4158.00, Nint=079, Nfrac=125)
Fch=2079.20 (Fvco=4158.40, Nint=079, Nfrac=126)
Fch=2079.40 (Fvco=4158.80, Nint=079, Nfrac=127)
Fch=2079.60 (Fvco=4159.20, Nint=079, Nfrac=128)
Fch=2079.80 (Fvco=4159.60, Nint=079, Nfrac=129)
Fch=2080.00 (Fvco=4160.00, Nint=079, Nfrac=130)
======================================================================
PLL Tx Low Band:
Fch=819.00 (Fvco=3276.00, Nint=063, Nfrac=000)
Fch=819.10 (Fvco=3276.40, Nint=063, Nfrac=001)
Fch=819.20 (Fvco=3276.80, Nint=063, Nfrac=002)
Fch=819.30 (Fvco=3277.20, Nint=063, Nfrac=003)
Fch=819.40 (Fvco=3277.60, Nint=063, Nfrac=004)
Fch=819.50 (Fvco=3278.00, Nint=063, Nfrac=005)
Fch=819.60 (Fvco=3278.40, Nint=063, Nfrac=006)
Fch=819.70 (Fvco=3278.80, Nint=063, Nfrac=007)
Fch=819.80 (Fvco=3279.20, Nint=063, Nfrac=008)
Fch=819.90 (Fvco=3279.60, Nint=063, Nfrac=009)
Fch=820.00 (Fvco=3280.00, Nint=063, Nfrac=010)
Fch=820.10 (Fvco=3280.40, Nint=063, Nfrac=011)
Fch=820.20 (Fvco=3280.80, Nint=063, Nfrac=012)
Fch=820.30 (Fvco=3281.20, Nint=063, Nfrac=013)
Fch=820.40 (Fvco=3281.60, Nint=063, Nfrac=014)
Fch=820.50 (Fvco=3282.00, Nint=063, Nfrac=015)
Fch=820.60 (Fvco=3282.40, Nint=063, Nfrac=016)
Fch=820.70 (Fvco=3282.80, Nint=063, Nfrac=017)
Fch=820.80 (Fvco=3283.20, Nint=063, Nfrac=018)
Fch=820.90 (Fvco=3283.60, Nint=063, Nfrac=019)
Fch=821.00 (Fvco=3284.00, Nint=063, Nfrac=020)
Fch=821.10 (Fvco=3284.40, Nint=063, Nfrac=021)
Fch=821.20 (Fvco=3284.80, Nint=063, Nfrac=022)
Fch=821.30 (Fvco=3285.20, Nint=063, Nfrac=023)
Fch=821.40 (Fvco=3285.60, Nint=063, Nfrac=024)
Fch=821.50 (Fvco=3286.00, Nint=063, Nfrac=025)
Fch=821.60 (Fvco=3286.40, Nint=063, Nfrac=026)
Fch=821.70 (Fvco=3286.80, Nint=063, Nfrac=027)
Fch=821.80 (Fvco=3287.20, Nint=063, Nfrac=028)
Fch=821.90 (Fvco=3287.60, Nint=063, Nfrac=029)
Fch=822.00 (Fvco=3288.00, Nint=063, Nfrac=030)
Fch=822.10 (Fvco=3288.40, Nint=063, Nfrac=031)
Fch=822.20 (Fvco=3288.80, Nint=063, Nfrac=032)
Fch=822.30 (Fvco=3289.20, Nint=063, Nfrac=033)
Fch=822.40 (Fvco=3289.60, Nint=063, Nfrac=034)
Fch=822.50 (Fvco=3290.00, Nint=063, Nfrac=035)
Fch=822.60 (Fvco=3290.40, Nint=063, Nfrac=036)
Fch=822.70 (Fvco=3290.80, Nint=063, Nfrac=037)
Fch=822.80 (Fvco=3291.20, Nint=063, Nfrac=038)
Fch=822.90 (Fvco=3291.60, Nint=063, Nfrac=039)
Fch=823.00 (Fvco=3292.00, Nint=063, Nfrac=040)
Fch=823.10 (Fvco=3292.40, Nint=063, Nfrac=041)
Fch=823.20 (Fvco=3292.80, Nint=063, Nfrac=042)
Fch=823.30 (Fvco=3293.20, Nint=063, Nfrac=043)
Fch=823.40 (Fvco=3293.60, Nint=063, Nfrac=044)
Fch=823.50 (Fvco=3294.00, Nint=063, Nfrac=045)
Fch=823.60 (Fvco=3294.40, Nint=063, Nfrac=046)
Fch=823.70 (Fvco=3294.80, Nint=063, Nfrac=047)
Fch=823.80 (Fvco=3295.20, Nint=063, Nfrac=048)
Fch=823.90 (Fvco=3295.60, Nint=063, Nfrac=049)
Fch=824.00 (Fvco=3296.00, Nint=063, Nfrac=050)
Fch=824.10 (Fvco=3296.40, Nint=063, Nfrac=051)
Fch=824.20 (Fvco=3296.80, Nint=063, Nfrac=052)
Fch=824.30 (Fvco=3297.20, Nint=063, Nfrac=053)
Fch=824.40 (Fvco=3297.60, Nint=063, Nfrac=054)
Fch=824.50 (Fvco=3298.00, Nint=063, Nfrac=055)
Fch=824.60 (Fvco=3298.40, Nint=063, Nfrac=056)
Fch=824.70 (Fvco=3298.80, Nint=063, Nfrac=057)
Fch=824.80 (Fvco=3299.20, Nint=063, Nfrac=058)
Fch=824.90 (Fvco=3299.60, Nint=063, Nfrac=059)
Fch=825.00 (Fvco=3300.00, Nint=063, Nfrac=060)
Fch=825.10 (Fvco=3300.40, Nint=063, Nfrac=061)
Fch=825.20 (Fvco=3300.80, Nint=063, Nfrac=062)
Fch=825.30 (Fvco=3301.20, Nint=063, Nfrac=063)
Fch=825.40 (Fvco=3301.60, Nint=063, Nfrac=064)
Fch=825.50 (Fvco=3302.00, Nint=063, Nfrac=065)
Fch=825.60 (Fvco=3302.40, Nint=063, Nfrac=066)
Fch=825.70 (Fvco=3302.80, Nint=063, Nfrac=067)
Fch=825.80 (Fvco=3303.20, Nint=063, Nfrac=068)
Fch=825.90 (Fvco=3303.60, Nint=063, Nfrac=069)
Fch=826.00 (Fvco=3304.00, Nint=063, Nfrac=070)
Fch=826.10 (Fvco=3304.40, Nint=063, Nfrac=071)
Fch=826.20 (Fvco=3304.80, Nint=063, Nfrac=072)
Fch=826.30 (Fvco=3305.20, Nint=063, Nfrac=073)
Fch=826.40 (Fvco=3305.60, Nint=063, Nfrac=074)
Fch=826.50 (Fvco=3306.00, Nint=063, Nfrac=075)
Fch=826.60 (Fvco=3306.40, Nint=063, Nfrac=076)
Fch=826.70 (Fvco=3306.80, Nint=063, Nfrac=077)
Fch=826.80 (Fvco=3307.20, Nint=063, Nfrac=078)
Fch=826.90 (Fvco=3307.60, Nint=063, Nfrac=079)
Fch=827.00 (Fvco=3308.00, Nint=063, Nfrac=080)
Fch=827.10 (Fvco=3308.40, Nint=063, Nfrac=081)
Fch=827.20 (Fvco=3308.80, Nint=063, Nfrac=082)
Fch=827.30 (Fvco=3309.20, Nint=063, Nfrac=083)
Fch=827.40 (Fvco=3309.60, Nint=063, Nfrac=084)
Fch=827.50 (Fvco=3310.00, Nint=063, Nfrac=085)
Fch=827.60 (Fvco=3310.40, Nint=063, Nfrac=086)
Fch=827.70 (Fvco=3310.80, Nint=063, Nfrac=087)
Fch=827.80 (Fvco=3311.20, Nint=063, Nfrac=088)
Fch=827.90 (Fvco=3311.60, Nint=063, Nfrac=089)
Fch=828.00 (Fvco=3312.00, Nint=063, Nfrac=090)
Fch=828.10 (Fvco=3312.40, Nint=063, Nfrac=091)
Fch=828.20 (Fvco=3312.80, Nint=063, Nfrac=092)
Fch=828.30 (Fvco=3313.20, Nint=063, Nfrac=093)
Fch=828.40 (Fvco=3313.60, Nint=063, Nfrac=094)
Fch=828.50 (Fvco=3314.00, Nint=063, Nfrac=095)
Fch=828.60 (Fvco=3314.40, Nint=063, Nfrac=096)
Fch=828.70 (Fvco=3314.80, Nint=063, Nfrac=097)
Fch=828.80 (Fvco=3315.20, Nint=063, Nfrac=098)
Fch=828.90 (Fvco=3315.60, Nint=063, Nfrac=099)
Fch=829.00 (Fvco=3316.00, Nint=063, Nfrac=100)
Fch=829.10 (Fvco=3316.40, Nint=063, Nfrac=101)
Fch=829.20 (Fvco=3316.80, Nint=063, Nfrac=102)
Fch=829.30 (Fvco=3317.20, Nint=063, Nfrac=103)
Fch=829.40 (Fvco=3317.60, Nint=063, Nfrac=104)
Fch=829.50 (Fvco=3318.00, Nint=063, Nfrac=105)
Fch=829.60 (Fvco=3318.40, Nint=063, Nfrac=106)
Fch=829.70 (Fvco=3318.80, Nint=063, Nfrac=107)
Fch=829.80 (Fvco=3319.20, Nint=063, Nfrac=108)
Fch=829.90 (Fvco=3319.60, Nint=063, Nfrac=109)
Fch=830.00 (Fvco=3320.00, Nint=063, Nfrac=110)
Fch=830.10 (Fvco=3320.40, Nint=063, Nfrac=111)
Fch=830.20 (Fvco=3320.80, Nint=063, Nfrac=112)
Fch=830.30 (Fvco=3321.20, Nint=063, Nfrac=113)
Fch=830.40 (Fvco=3321.60, Nint=063, Nfrac=114)
Fch=830.50 (Fvco=3322.00, Nint=063, Nfrac=115)
Fch=830.60 (Fvco=3322.40, Nint=063, Nfrac=116)
Fch=830.70 (Fvco=3322.80, Nint=063, Nfrac=117)
Fch=830.80 (Fvco=3323.20, Nint=063, Nfrac=118)
Fch=830.90 (Fvco=3323.60, Nint=063, Nfrac=119)
Fch=831.00 (Fvco=3324.00, Nint=063, Nfrac=120)
Fch=831.10 (Fvco=3324.40, Nint=063, Nfrac=121)
Fch=831.20 (Fvco=3324.80, Nint=063, Nfrac=122)
Fch=831.30 (Fvco=3325.20, Nint=063, Nfrac=123)
Fch=831.40 (Fvco=3325.60, Nint=063, Nfrac=124)
Fch=831.50 (Fvco=3326.00, Nint=063, Nfrac=125)
Fch=831.60 (Fvco=3326.40, Nint=063, Nfrac=126)
Fch=831.70 (Fvco=3326.80, Nint=063, Nfrac=127)
Fch=831.80 (Fvco=3327.20, Nint=063, Nfrac=128)
Fch=831.90 (Fvco=3327.60, Nint=063, Nfrac=129)
Fch=832.00 (Fvco=3328.00, Nint=063, Nfrac=130)
Fch=832.00 (Fvco=3328.00, Nint=064, Nfrac=000)
Fch=832.10 (Fvco=3328.40, Nint=064, Nfrac=001)
Fch=832.20 (Fvco=3328.80, Nint=064, Nfrac=002)
Fch=832.30 (Fvco=3329.20, Nint=064, Nfrac=003)
Fch=832.40 (Fvco=3329.60, Nint=064, Nfrac=004)
Fch=832.50 (Fvco=3330.00, Nint=064, Nfrac=005)
Fch=832.60 (Fvco=3330.40, Nint=064, Nfrac=006)
Fch=832.70 (Fvco=3330.80, Nint=064, Nfrac=007)
Fch=832.80 (Fvco=3331.20, Nint=064, Nfrac=008)
Fch=832.90 (Fvco=3331.60, Nint=064, Nfrac=009)
Fch=833.00 (Fvco=3332.00, Nint=064, Nfrac=010)
Fch=833.10 (Fvco=3332.40, Nint=064, Nfrac=011)
Fch=833.20 (Fvco=3332.80, Nint=064, Nfrac=012)
Fch=833.30 (Fvco=3333.20, Nint=064, Nfrac=013)
Fch=833.40 (Fvco=3333.60, Nint=064, Nfrac=014)
Fch=833.50 (Fvco=3334.00, Nint=064, Nfrac=015)
Fch=833.60 (Fvco=3334.40, Nint=064, Nfrac=016)
Fch=833.70 (Fvco=3334.80, Nint=064, Nfrac=017)
Fch=833.80 (Fvco=3335.20, Nint=064, Nfrac=018)
Fch=833.90 (Fvco=3335.60, Nint=064, Nfrac=019)
Fch=834.00 (Fvco=3336.00, Nint=064, Nfrac=020)
Fch=834.10 (Fvco=3336.40, Nint=064, Nfrac=021)
Fch=834.20 (Fvco=3336.80, Nint=064, Nfrac=022)
Fch=834.30 (Fvco=3337.20, Nint=064, Nfrac=023)
Fch=834.40 (Fvco=3337.60, Nint=064, Nfrac=024)
Fch=834.50 (Fvco=3338.00, Nint=064, Nfrac=025)
Fch=834.60 (Fvco=3338.40, Nint=064, Nfrac=026)
Fch=834.70 (Fvco=3338.80, Nint=064, Nfrac=027)
Fch=834.80 (Fvco=3339.20, Nint=064, Nfrac=028)
Fch=834.90 (Fvco=3339.60, Nint=064, Nfrac=029)
Fch=835.00 (Fvco=3340.00, Nint=064, Nfrac=030)
Fch=835.10 (Fvco=3340.40, Nint=064, Nfrac=031)
Fch=835.20 (Fvco=3340.80, Nint=064, Nfrac=032)
Fch=835.30 (Fvco=3341.20, Nint=064, Nfrac=033)
Fch=835.40 (Fvco=3341.60, Nint=064, Nfrac=034)
Fch=835.50 (Fvco=3342.00, Nint=064, Nfrac=035)
Fch=835.60 (Fvco=3342.40, Nint=064, Nfrac=036)
Fch=835.70 (Fvco=3342.80, Nint=064, Nfrac=037)
Fch=835.80 (Fvco=3343.20, Nint=064, Nfrac=038)
Fch=835.90 (Fvco=3343.60, Nint=064, Nfrac=039)
Fch=836.00 (Fvco=3344.00, Nint=064, Nfrac=040)
Fch=836.10 (Fvco=3344.40, Nint=064, Nfrac=041)
Fch=836.20 (Fvco=3344.80, Nint=064, Nfrac=042)
Fch=836.30 (Fvco=3345.20, Nint=064, Nfrac=043)
Fch=836.40 (Fvco=3345.60, Nint=064, Nfrac=044)
Fch=836.50 (Fvco=3346.00, Nint=064, Nfrac=045)
Fch=836.60 (Fvco=3346.40, Nint=064, Nfrac=046)
Fch=836.70 (Fvco=3346.80, Nint=064, Nfrac=047)
Fch=836.80 (Fvco=3347.20, Nint=064, Nfrac=048)
Fch=836.90 (Fvco=3347.60, Nint=064, Nfrac=049)
Fch=837.00 (Fvco=3348.00, Nint=064, Nfrac=050)
Fch=837.10 (Fvco=3348.40, Nint=064, Nfrac=051)
Fch=837.20 (Fvco=3348.80, Nint=064, Nfrac=052)
Fch=837.30 (Fvco=3349.20, Nint=064, Nfrac=053)
Fch=837.40 (Fvco=3349.60, Nint=064, Nfrac=054)
Fch=837.50 (Fvco=3350.00, Nint=064, Nfrac=055)
Fch=837.60 (Fvco=3350.40, Nint=064, Nfrac=056)
Fch=837.70 (Fvco=3350.80, Nint=064, Nfrac=057)
Fch=837.80 (Fvco=3351.20, Nint=064, Nfrac=058)
Fch=837.90 (Fvco=3351.60, Nint=064, Nfrac=059)
Fch=838.00 (Fvco=3352.00, Nint=064, Nfrac=060)
Fch=838.10 (Fvco=3352.40, Nint=064, Nfrac=061)
Fch=838.20 (Fvco=3352.80, Nint=064, Nfrac=062)
Fch=838.30 (Fvco=3353.20, Nint=064, Nfrac=063)
Fch=838.40 (Fvco=3353.60, Nint=064, Nfrac=064)
Fch=838.50 (Fvco=3354.00, Nint=064, Nfrac=065)
Fch=838.60 (Fvco=3354.40, Nint=064, Nfrac=066)
Fch=838.70 (Fvco=3354.80, Nint=064, Nfrac=067)
Fch=838.80 (Fvco=3355.20, Nint=064, Nfrac=068)
Fch=838.90 (Fvco=3355.60, Nint=064, Nfrac=069)
Fch=839.00 (Fvco=3356.00, Nint=064, Nfrac=070)
Fch=839.10 (Fvco=3356.40, Nint=064, Nfrac=071)
Fch=839.20 (Fvco=3356.80, Nint=064, Nfrac=072)
Fch=839.30 (Fvco=3357.20, Nint=064, Nfrac=073)
Fch=839.40 (Fvco=3357.60, Nint=064, Nfrac=074)
Fch=839.50 (Fvco=3358.00, Nint=064, Nfrac=075)
Fch=839.60 (Fvco=3358.40, Nint=064, Nfrac=076)
Fch=839.70 (Fvco=3358.80, Nint=064, Nfrac=077)
Fch=839.80 (Fvco=3359.20, Nint=064, Nfrac=078)
Fch=839.90 (Fvco=3359.60, Nint=064, Nfrac=079)
Fch=840.00 (Fvco=3360.00, Nint=064, Nfrac=080)
Fch=840.10 (Fvco=3360.40, Nint=064, Nfrac=081)
Fch=840.20 (Fvco=3360.80, Nint=064, Nfrac=082)
Fch=840.30 (Fvco=3361.20, Nint=064, Nfrac=083)
Fch=840.40 (Fvco=3361.60, Nint=064, Nfrac=084)
Fch=840.50 (Fvco=3362.00, Nint=064, Nfrac=085)
Fch=840.60 (Fvco=3362.40, Nint=064, Nfrac=086)
Fch=840.70 (Fvco=3362.80, Nint=064, Nfrac=087)
Fch=840.80 (Fvco=3363.20, Nint=064, Nfrac=088)
Fch=840.90 (Fvco=3363.60, Nint=064, Nfrac=089)
Fch=841.00 (Fvco=3364.00, Nint=064, Nfrac=090)
Fch=841.10 (Fvco=3364.40, Nint=064, Nfrac=091)
Fch=841.20 (Fvco=3364.80, Nint=064, Nfrac=092)
Fch=841.30 (Fvco=3365.20, Nint=064, Nfrac=093)
Fch=841.40 (Fvco=3365.60, Nint=064, Nfrac=094)
Fch=841.50 (Fvco=3366.00, Nint=064, Nfrac=095)
Fch=841.60 (Fvco=3366.40, Nint=064, Nfrac=096)
Fch=841.70 (Fvco=3366.80, Nint=064, Nfrac=097)
Fch=841.80 (Fvco=3367.20, Nint=064, Nfrac=098)
Fch=841.90 (Fvco=3367.60, Nint=064, Nfrac=099)
Fch=842.00 (Fvco=3368.00, Nint=064, Nfrac=100)
Fch=842.10 (Fvco=3368.40, Nint=064, Nfrac=101)
Fch=842.20 (Fvco=3368.80, Nint=064, Nfrac=102)
Fch=842.30 (Fvco=3369.20, Nint=064, Nfrac=103)
Fch=842.40 (Fvco=3369.60, Nint=064, Nfrac=104)
Fch=842.50 (Fvco=3370.00, Nint=064, Nfrac=105)
Fch=842.60 (Fvco=3370.40, Nint=064, Nfrac=106)
Fch=842.70 (Fvco=3370.80, Nint=064, Nfrac=107)
Fch=842.80 (Fvco=3371.20, Nint=064, Nfrac=108)
Fch=842.90 (Fvco=3371.60, Nint=064, Nfrac=109)
Fch=843.00 (Fvco=3372.00, Nint=064, Nfrac=110)
Fch=843.10 (Fvco=3372.40, Nint=064, Nfrac=111)
Fch=843.20 (Fvco=3372.80, Nint=064, Nfrac=112)
Fch=843.30 (Fvco=3373.20, Nint=064, Nfrac=113)
Fch=843.40 (Fvco=3373.60, Nint=064, Nfrac=114)
Fch=843.50 (Fvco=3374.00, Nint=064, Nfrac=115)
Fch=843.60 (Fvco=3374.40, Nint=064, Nfrac=116)
Fch=843.70 (Fvco=3374.80, Nint=064, Nfrac=117)
Fch=843.80 (Fvco=3375.20, Nint=064, Nfrac=118)
Fch=843.90 (Fvco=3375.60, Nint=064, Nfrac=119)
Fch=844.00 (Fvco=3376.00, Nint=064, Nfrac=120)
Fch=844.10 (Fvco=3376.40, Nint=064, Nfrac=121)
Fch=844.20 (Fvco=3376.80, Nint=064, Nfrac=122)
Fch=844.30 (Fvco=3377.20, Nint=064, Nfrac=123)
Fch=844.40 (Fvco=3377.60, Nint=064, Nfrac=124)
Fch=844.50 (Fvco=3378.00, Nint=064, Nfrac=125)
Fch=844.60 (Fvco=3378.40, Nint=064, Nfrac=126)
Fch=844.70 (Fvco=3378.80, Nint=064, Nfrac=127)
Fch=844.80 (Fvco=3379.20, Nint=064, Nfrac=128)
Fch=844.90 (Fvco=3379.60, Nint=064, Nfrac=129)
Fch=845.00 (Fvco=3380.00, Nint=064, Nfrac=130)
Fch=845.00 (Fvco=3380.00, Nint=065, Nfrac=000)
Fch=845.10 (Fvco=3380.40, Nint=065, Nfrac=001)
Fch=845.20 (Fvco=3380.80, Nint=065, Nfrac=002)
Fch=845.30 (Fvco=3381.20, Nint=065, Nfrac=003)
Fch=845.40 (Fvco=3381.60, Nint=065, Nfrac=004)
Fch=845.50 (Fvco=3382.00, Nint=065, Nfrac=005)
Fch=845.60 (Fvco=3382.40, Nint=065, Nfrac=006)
Fch=845.70 (Fvco=3382.80, Nint=065, Nfrac=007)
Fch=845.80 (Fvco=3383.20, Nint=065, Nfrac=008)
Fch=845.90 (Fvco=3383.60, Nint=065, Nfrac=009)
Fch=846.00 (Fvco=3384.00, Nint=065, Nfrac=010)
Fch=846.10 (Fvco=3384.40, Nint=065, Nfrac=011)
Fch=846.20 (Fvco=3384.80, Nint=065, Nfrac=012)
Fch=846.30 (Fvco=3385.20, Nint=065, Nfrac=013)
Fch=846.40 (Fvco=3385.60, Nint=065, Nfrac=014)
Fch=846.50 (Fvco=3386.00, Nint=065, Nfrac=015)
Fch=846.60 (Fvco=3386.40, Nint=065, Nfrac=016)
Fch=846.70 (Fvco=3386.80, Nint=065, Nfrac=017)
Fch=846.80 (Fvco=3387.20, Nint=065, Nfrac=018)
Fch=846.90 (Fvco=3387.60, Nint=065, Nfrac=019)
Fch=847.00 (Fvco=3388.00, Nint=065, Nfrac=020)
Fch=847.10 (Fvco=3388.40, Nint=065, Nfrac=021)
Fch=847.20 (Fvco=3388.80, Nint=065, Nfrac=022)
Fch=847.30 (Fvco=3389.20, Nint=065, Nfrac=023)
Fch=847.40 (Fvco=3389.60, Nint=065, Nfrac=024)
Fch=847.50 (Fvco=3390.00, Nint=065, Nfrac=025)
Fch=847.60 (Fvco=3390.40, Nint=065, Nfrac=026)
Fch=847.70 (Fvco=3390.80, Nint=065, Nfrac=027)
Fch=847.80 (Fvco=3391.20, Nint=065, Nfrac=028)
Fch=847.90 (Fvco=3391.60, Nint=065, Nfrac=029)
Fch=848.00 (Fvco=3392.00, Nint=065, Nfrac=030)
Fch=848.10 (Fvco=3392.40, Nint=065, Nfrac=031)
Fch=848.20 (Fvco=3392.80, Nint=065, Nfrac=032)
Fch=848.30 (Fvco=3393.20, Nint=065, Nfrac=033)
Fch=848.40 (Fvco=3393.60, Nint=065, Nfrac=034)
Fch=848.50 (Fvco=3394.00, Nint=065, Nfrac=035)
Fch=848.60 (Fvco=3394.40, Nint=065, Nfrac=036)
Fch=848.70 (Fvco=3394.80, Nint=065, Nfrac=037)
Fch=848.80 (Fvco=3395.20, Nint=065, Nfrac=038)
Fch=848.90 (Fvco=3395.60, Nint=065, Nfrac=039)
Fch=849.00 (Fvco=3396.00, Nint=065, Nfrac=040)
Fch=849.10 (Fvco=3396.40, Nint=065, Nfrac=041)
Fch=849.20 (Fvco=3396.80, Nint=065, Nfrac=042)
Fch=849.30 (Fvco=3397.20, Nint=065, Nfrac=043)
Fch=849.40 (Fvco=3397.60, Nint=065, Nfrac=044)
Fch=849.50 (Fvco=3398.00, Nint=065, Nfrac=045)
Fch=849.60 (Fvco=3398.40, Nint=065, Nfrac=046)
Fch=849.70 (Fvco=3398.80, Nint=065, Nfrac=047)
Fch=849.80 (Fvco=3399.20, Nint=065, Nfrac=048)
Fch=849.90 (Fvco=3399.60, Nint=065, Nfrac=049)
Fch=850.00 (Fvco=3400.00, Nint=065, Nfrac=050)
Fch=850.10 (Fvco=3400.40, Nint=065, Nfrac=051)
Fch=850.20 (Fvco=3400.80, Nint=065, Nfrac=052)
Fch=850.30 (Fvco=3401.20, Nint=065, Nfrac=053)
Fch=850.40 (Fvco=3401.60, Nint=065, Nfrac=054)
Fch=850.50 (Fvco=3402.00, Nint=065, Nfrac=055)
Fch=850.60 (Fvco=3402.40, Nint=065, Nfrac=056)
Fch=850.70 (Fvco=3402.80, Nint=065, Nfrac=057)
Fch=850.80 (Fvco=3403.20, Nint=065, Nfrac=058)
Fch=850.90 (Fvco=3403.60, Nint=065, Nfrac=059)
Fch=851.00 (Fvco=3404.00, Nint=065, Nfrac=060)
Fch=851.10 (Fvco=3404.40, Nint=065, Nfrac=061)
Fch=851.20 (Fvco=3404.80, Nint=065, Nfrac=062)
Fch=851.30 (Fvco=3405.20, Nint=065, Nfrac=063)
Fch=851.40 (Fvco=3405.60, Nint=065, Nfrac=064)
Fch=851.50 (Fvco=3406.00, Nint=065, Nfrac=065)
Fch=851.60 (Fvco=3406.40, Nint=065, Nfrac=066)
Fch=851.70 (Fvco=3406.80, Nint=065, Nfrac=067)
Fch=851.80 (Fvco=3407.20, Nint=065, Nfrac=068)
Fch=851.90 (Fvco=3407.60, Nint=065, Nfrac=069)
Fch=852.00 (Fvco=3408.00, Nint=065, Nfrac=070)
Fch=852.10 (Fvco=3408.40, Nint=065, Nfrac=071)
Fch=852.20 (Fvco=3408.80, Nint=065, Nfrac=072)
Fch=852.30 (Fvco=3409.20, Nint=065, Nfrac=073)
Fch=852.40 (Fvco=3409.60, Nint=065, Nfrac=074)
Fch=852.50 (Fvco=3410.00, Nint=065, Nfrac=075)
Fch=852.60 (Fvco=3410.40, Nint=065, Nfrac=076)
Fch=852.70 (Fvco=3410.80, Nint=065, Nfrac=077)
Fch=852.80 (Fvco=3411.20, Nint=065, Nfrac=078)
Fch=852.90 (Fvco=3411.60, Nint=065, Nfrac=079)
Fch=853.00 (Fvco=3412.00, Nint=065, Nfrac=080)
Fch=853.10 (Fvco=3412.40, Nint=065, Nfrac=081)
Fch=853.20 (Fvco=3412.80, Nint=065, Nfrac=082)
Fch=853.30 (Fvco=3413.20, Nint=065, Nfrac=083)
Fch=853.40 (Fvco=3413.60, Nint=065, Nfrac=084)
Fch=853.50 (Fvco=3414.00, Nint=065, Nfrac=085)
Fch=853.60 (Fvco=3414.40, Nint=065, Nfrac=086)
Fch=853.70 (Fvco=3414.80, Nint=065, Nfrac=087)
Fch=853.80 (Fvco=3415.20, Nint=065, Nfrac=088)
Fch=853.90 (Fvco=3415.60, Nint=065, Nfrac=089)
Fch=854.00 (Fvco=3416.00, Nint=065, Nfrac=090)
Fch=854.10 (Fvco=3416.40, Nint=065, Nfrac=091)
Fch=854.20 (Fvco=3416.80, Nint=065, Nfrac=092)
Fch=854.30 (Fvco=3417.20, Nint=065, Nfrac=093)
Fch=854.40 (Fvco=3417.60, Nint=065, Nfrac=094)
Fch=854.50 (Fvco=3418.00, Nint=065, Nfrac=095)
